dT=0.1
(0.47884035110473633, -0.5554547905921936, 11.35809326171875)
(0.3926490843296051, 0.3064578175544739, 10.975020408630371)
(0.9481038451194763, 1.7142484188079834, 10.448296546936035)
(1.7334020137786865, 3.4763808250427246, 8.705317497253418)
(4.022258758544922, 4.165910720825195, 7.010222434997559)
(4.8937482833862305, 4.137180328369141, 6.502651691436768)
(6.253654956817627, 4.95120906829834, 5.602431774139404)
(6.320692539215088, 5.190629482269287, 4.865017890930176)
(7.422025203704834, 4.213795185089111, 6.368576526641846)
(7.182605266571045, 4.989516258239746, 4.807557106018066)
(7.5848307609558105, 4.8937482833862305, 5.793968200683594)
(5.4875102043151855, 6.45476770401001, 4.999093055725098)
(4.481945514678955, 7.038952827453613, 3.361459255218506)
(1.5514427423477173, 8.96389102935791, 4.003105163574219)
(1.2737152576446533, 9.519346237182617, 2.6815059185028076)
(1.7046716213226318, 9.232041358947754, 2.1164743900299072)
(0.4692635238170624, 9.816226959228516, 1.5131354331970215)
(1.436521053314209, 8.762778282165527, -0.07661445438861847)
(-1.1971008777618408, 8.53293514251709, -0.4596867263317108)
(-4.424484729766846, 9.433155059814453, -0.689530074596405)
(-5.947196960449219, 8.437167167663574, 0.1628057211637497)
(-5.746084213256836, 7.134721279144287, 1.1683704853057861)
(-6.244078159332275, 5.372588634490967, 2.9879636764526367)
(-7.623138427734375, 4.395754337310791, 4.175487995147705)
(-8.820239067077637, 4.76924991607666, 4.587290287017822)
(-8.159439086914062, 2.9305028915405273, 6.358999729156494)
(-6.828263282775879, 2.1739351749420166, 7.230489253997803)
(-6.473921298980713, 2.31758713722229, 8.504204750061035)
(-5.219359874725342, 2.9017724990844727, 8.647856712341309)
(-4.108449935913086, 2.3080103397369385, 9.835380554199219)
(-0.9768342971801758, 1.072602391242981, 10.41956615447998)
(-0.24899697303771973, 1.5897499322891235, 11.128249168395996)
(-0.038307227194309235, 1.436521053314209, 8.446743965148926)
(2.873042106628418, -0.9768342971801758, 11.319786071777344)
(4.175487995147705, -0.10534487664699554, 10.764330863952637)
(4.434061527252197, 0.9097966551780701, 9.730035781860352)
(4.9799394607543945, 1.8483237028121948, 9.136273384094238)
(5.410895824432373, 3.4955344200134277, 8.20732307434082)
(5.889736175537109, 4.098873138427734, 7.105990409851074)
(5.889736175537109, 4.8267107009887695, 5.420472621917725)
(5.583278179168701, 6.445190906524658, 3.955221176147461)
(5.659893035888672, 6.722918510437012, 3.955221176147461)
(5.621585369110107, 7.51779317855835, 2.5091233253479004)
(4.616020679473877, 7.795520782470703, 2.5282769203186035)
(3.9264907836914062, 8.303091049194336, 1.2066776752471924)
(3.8115692138671875, 7.8529815673828125, -0.9193734526634216)
(-2.4612393379211426, 9.519346237182617, 1.9728221893310547)
(-0.9385270476341248, 8.916007041931152, 4.357447147369385)
(-1.8962076902389526, 8.954314231872559, 5.410895824432373)
(-3.7158010005950928, 7.785943984985352, 8.686163902282715)
(-1.139639973640442, 7.144298076629639, 7.843404769897461)
(-0.10534487664699554, 7.240066051483154, 6.655880928039551)
(0.08619125932455063, 7.000645637512207, 6.9910688400268555)
(-0.2968810200691223, 7.2783732414245605, 6.694188117980957)
(-0.2777273952960968, 7.450755596160889, 6.761225700378418)
